fecha,sexo,ciudad,nivel_educativo,segmento,estado_civil,edad,altura_cm,ingresos,gasto_mensual,puntuacion_credito,demanda
2025-03-19,,Bogotá,Universitario,B,,48.0,163.6175801965975,4425.3312596032,1903.0389048460477,,140.21491692070447
2025-03-20,F,Medellín,Posgrado,B,Casado/a,48.0,162.34118340005617,4847.644304305741,2116.470567870292,653.3113715354316,
2025-03-21,M,Cali,Secundaria,B,Casado/a,55.0,152.10760338451828,,1933.1390243875728,624.3868877033576,
2025-03-22,F,Barranquilla,Secundaria,B,Divorciado/a,39.0,,4587.521163677337,1551.6177079513511,776.4353903391805,142.64412514614077
2025-03-23,F,Bogotá,Técnico,A,Casado/a,59.0,168.7962028912973,3720.5741349243863,1464.096386454187,,
2025-03-24,F,Bogotá,,B,Unión libre,64.0,156.27950947195214,2569.6900740439187,1659.06163882078,622.9353226700439,
2025-03-25,F,Bogotá,Técnico,B,,50.0,154.23381224889982,4896.706413865383,2495.6093282926486,,154.70454565918948
2025-03-26,M,Bogotá,,A,Soltero/a,20.0,165.39441750965426,1608.8664408293362,512.5524270322526,,163.961045175028
2025-03-27,M,Barranquilla,Secundaria,B,,50.0,,3426.137442162835,1121.1184010690647,485.1505215404505,162.0099183265614
2025-03-28,F,Bogotá,Universitario,B,,28.0,156.54529671354803,4512.205049981169,1950.4960522813476,,163.92920286561682
2025-03-29,F,Cartagena,Técnico,B,Soltero/a,51.0,164.9208058363719,4543.135953512355,1478.7838524900199,632.4277454590474,
2025-03-30,F,Cartagena,Posgrado,B,Soltero/a,59.0,177.53724414289024,,,623.9498269621403,166.20325378225323
2025-03-31,M,Cali,Secundaria,B,Soltero/a,34.0,159.6912144347231,1613.923200098132,914.1024573560164,,
2025-04-01,F,Barranquilla,Técnico,,Soltero/a,22.0,158.6287180588813,2780.6277301412456,,,160.82550650077965
2025-04-02,F,Bogotá,Técnico,A,Casado/a,36.0,,3824.6578148590515,,574.641800501727,173.49877541772332
2025-04-03,F,Bogotá,Técnico,A,Unión libre,22.0,,,2492.0308360443532,644.6545059519399,173.80319621409402
2025-04-04,M,Medellín,Universitario,C,,37.0,186.4505581601245,3906.9753991351336,1433.4686176259788,605.1779322397576,167.55471463733448
2025-04-05,M,Cartagena,Técnico,C,Casado/a,60.0,,3964.7441734553513,,,
2025-04-06,F,Barranquilla,Posgrado,B,,27.0,172.19847792353045,487.6625467506856,838.4854851784437,,162.3242965753473
2025-04-07,M,Barranquilla,Posgrado,B,Casado/a,25.0,179.83740517733412,2553.658953150505,,548.761017088602,166.11226180792215
2025-04-08,M,Barranquilla,Universitario,C,,62.0,181.7514942285988,4429.551741066722,1885.4227894981202,,157.4618794081072
2025-04-09,M,Barranquilla,Universitario,,Unión libre,34.0,155.19537864380942,2454.2491448898063,,695.1597007678686,158.5049535288694
2025-04-10,M,Bogotá,Técnico,B,Unión libre,27.0,159.80251627832547,3567.790783215392,1272.9983433923182,,162.1442790149247
2025-04-11,M,Cali,Secundaria,B,Unión libre,40.0,152.55974551816388,3048.182687784435,1445.7720049000375,,150.97881431619183
2025-04-12,F,Bogotá,Técnico,A,Casado/a,48.0,,3494.392042987088,930.121714846888,661.8010605286771,
2025-04-13,M,Bogotá,Secundaria,C,Soltero/a,61.0,162.13567998334673,5594.693014713314,2074.740507607175,663.0601273073036,149.10385863133223
2025-04-14,M,Bogotá,Técnico,B,Unión libre,,161.59296186556057,2900.095995088037,1357.6671871288459,515.1406095957176,137.40194378038063
2025-04-15,M,,Secundaria,B,Soltero/a,59.0,169.73322976070247,5618.661823201556,,629.9984979101323,140.1620157668626
2025-04-16,M,Medellín,Técnico,B,,35.0,165.76643325398513,3864.936366836386,2310.2321632693497,,150.5167710448862
2025-04-17,F,Cali,Universitario,C,Divorciado/a,36.0,179.19048100533064,2137.35015632831,1322.2119842067477,600.2777291522893,144.40221946731506
2025-04-18,M,Bogotá,Posgrado,B,,44.0,169.26791773735758,3090.391487759861,1401.738719290148,577.1410278992215,139.3604684758455
2025-04-19,F,,Posgrado,A,,27.0,171.65519024175995,4075.4148165295205,,373.6579441648171,143.8390506758534
2025-04-20,F,Bogotá,Universitario,,,34.0,168.53037494979813,4048.602449461182,,,145.56036973653664
2025-04-21,F,Bogotá,Secundaria,,Casado/a,67.0,144.97621748966435,,2030.5014678426635,520.8250924167746,142.9417826739227
2025-04-22,M,,Universitario,B,Soltero/a,28.0,169.41784918976526,,2076.332451521905,532.9605034338601,
2025-04-23,M,Cali,,B,,55.0,171.76293985214863,6280.2141538743645,2918.003420278047,,148.9209883803885
2025-04-24,M,Bogotá,Universitario,B,Casado/a,31.0,152.5126928286974,3339.6399000753563,1085.5129836602018,623.2189683171391,154.45552310177962
2025-04-25,M,Bogotá,Secundaria,A,,30.0,157.2903944173342,3945.010529358629,812.2618175182339,624.7800233663642,160.19572844355935
2025-04-26,M,Bogotá,Universitario,B,Casado/a,19.0,,2065.299009629836,,,158.20501619357225
2025-04-27,F,Cali,Universitario,C,Unión libre,36.0,159.8737077538918,3071.9084338282687,1551.6040026725468,,
2025-04-28,M,Medellín,Secundaria,B,,54.0,150.7896749383024,3769.562959934314,2191.497099343647,,
2025-04-29,F,Bogotá,,B,,58.0,185.13732002236486,4930.902491703138,1934.8191398420847,557.9211404011394,162.75004130233415
2025-04-30,F,Bogotá,Secundaria,,Unión libre,39.0,162.89510660995978,3942.159439550545,2159.9507908301293,649.5603561543041,176.94240692636342
2025-05-01,,Barranquilla,Secundaria,,Casado/a,28.0,163.29621216105056,4332.890068778473,1937.7413005326694,554.4191191150496,
2025-05-02,M,Medellín,Universitario,,,31.0,155.88699484440073,1377.0592283929861,767.2790631607108,,170.01222981159285
2025-05-03,F,,Técnico,B,,41.0,177.84644455387385,3818.930751867755,1542.268250605995,,165.86774384948535
2025-05-04,M,Bogotá,Posgrado,C,Casado/a,18.0,185.329646318264,2726.858555479903,938.1562736131542,,168.7731244228541
2025-05-05,F,Barranquilla,Universitario,A,Soltero/a,46.0,156.11329211500959,4559.994098586881,2207.1195505458168,636.9363184010361,165.41607036344223
2025-05-06,M,,Secundaria,,,25.0,164.57728876970444,,,475.32315318529993,
2025-05-07,F,Bogotá,Técnico,C,Soltero/a,26.0,180.8455960557978,,1565.5057988176807,,
2025-05-08,M,Bogotá,Secundaria,A,Casado/a,68.0,158.84142683612407,3671.7149990094445,,,165.02951907530178
2025-05-09,F,Cartagena,Técnico,B,Unión libre,32.0,166.4504624114937,3925.3349948764953,1408.7661987106817,,155.6131231768268
2025-05-10,M,Bogotá,Técnico,,,68.0,176.0895800636749,2722.2012171131455,1197.0279560149363,,
2025-05-11,M,Bogotá,Técnico,B,,55.0,165.10252115397518,4225.541357923279,2008.433306811012,,149.49607987238258
2025-05-12,M,Bogotá,Universitario,A,Casado/a,27.0,170.8631525647596,3422.6386409685792,1794.2225687546709,,157.90825103628475
2025-05-13,M,Cartagena,Secundaria,B,Unión libre,22.0,166.05311375195268,,1677.9339641002325,,147.85424096728647
2025-05-14,F,Bogotá,Universitario,A,Casado/a,38.0,156.02802970889226,3582.1098259941277,1097.5715672094557,,161.5248291202755
2025-05-15,M,Cartagena,Secundaria,C,Soltero/a,50.0,,4031.0572930969984,,,
2025-05-16,F,Medellín,Posgrado,C,Soltero/a,56.0,180.28428235450102,3334.5144514801414,1496.9230021774144,,156.2059105483693
2025-05-17,M,Bogotá,Universitario,,Casado/a,,159.91896283241286,2789.985660645466,1708.7215890744094,,146.20358807130742
2025-05-18,F,Cali,Universitario,,,40.0,178.17570869080774,3189.5171078695807,1145.0639983773501,,147.77876010421357
2025-05-19,M,Barranquilla,Universitario,,Casado/a,66.0,176.7959180794623,5116.79662017279,2047.8785976964502,626.5425990350715,147.3856140085688
2025-05-20,F,Cartagena,Secundaria,,,33.0,167.1829380366365,3364.7220024948297,,,
2025-05-21,,Medellín,Posgrado,,Casado/a,63.0,160.08014000680475,6112.541008199319,2728.3368366139694,561.938484173851,149.99214513908157
2025-05-22,F,Bogotá,,B,Unión libre,42.0,163.11217292546644,4679.722800503526,2223.6200640235943,,159.38202297659996
2025-05-23,M,Bogotá,Secundaria,B,,45.0,181.75667415268862,5190.799638427985,1990.30570316273,594.6859363626521,157.64529025582954
2025-05-24,M,Cali,Técnico,,,49.0,170.86042505239047,4858.6603003003,2596.291105209818,521.3066156268205,159.2583693641998
2025-05-25,F,Bogotá,Técnico,A,,69.0,160.3666929345056,5580.2624967067595,2476.418482012278,,167.68627469643118
2025-05-26,M,Bogotá,Secundaria,,Soltero/a,34.0,167.73283630032955,4020.1666357979366,1815.359141521411,587.0376889534102,
2025-05-27,M,Cartagena,Posgrado,,Soltero/a,25.0,167.84593690196596,3497.842833518739,,475.1211114203244,169.74207633666416
2025-05-28,M,Cartagena,Secundaria,B,Casado/a,54.0,175.02264592406516,3113.8149556433564,1422.7586848168526,,174.8221454412113
2025-05-29,F,Cali,Secundaria,,,46.0,163.94512890143045,,1619.3636217038113,,181.48319962208916
2025-05-30,F,Medellín,Técnico,A,Casado/a,38.0,,2704.855140536583,,692.6149440983211,162.81297317644587
2025-05-31,M,Barranquilla,Secundaria,B,Soltero/a,20.0,164.1421608671038,3518.0663259932426,1461.627953796234,611.5693222251319,179.66736753213124
2025-06-01,F,Barranquilla,Universitario,C,Casado/a,36.0,165.82464819820026,3259.1726665442256,,579.22826925332,185.2199201762977
2025-06-02,F,Barranquilla,Técnico,,Unión libre,51.0,163.36030983220704,,1851.8014905889067,464.72986914172736,167.08446381898406
2025-06-03,F,Cali,,B,Unión libre,31.0,162.45156810559453,2912.599625477581,1225.1738330134067,,181.38476244794631
2025-06-04,M,Bogotá,Técnico,A,Casado/a,49.0,159.44434995930544,4453.854008576691,1711.2235495474165,528.8846357430806,176.39564337702544
2025-06-05,M,Medellín,,A,,43.0,180.20682304673036,3328.6439691814794,,,180.6983912098151
2025-06-06,F,Bogotá,Posgrado,B,,63.0,176.79794827369588,4859.23915312103,2290.730565949638,610.3078824810309,166.96743764946342
2025-06-07,F,Cartagena,Técnico,B,Soltero/a,44.0,,4085.5899548274965,1361.7244770525142,605.7443874554575,155.78936766537873
2025-06-08,F,Bogotá,Universitario,B,Soltero/a,69.0,156.27033447581783,4811.561313039974,2612.6135424954336,646.3746703053024,172.48770185991367
2025-06-09,F,Bogotá,Secundaria,,Casado/a,47.0,186.03669219484877,3437.9026884001114,1694.980585965353,593.8406156423907,157.77780246346202
2025-06-10,F,Bogotá,Técnico,C,Casado/a,50.0,169.06996460814364,4119.486580191314,1935.3864841054933,,159.69174073541396
2025-06-11,F,Barranquilla,Universitario,,,59.0,156.4326117761417,2118.1655177557454,,,156.71958868838624
2025-06-12,M,Bogotá,,B,Soltero/a,66.0,184.05724367474852,5194.665950128656,2213.5678794433525,,
2025-06-13,F,Cali,Posgrado,A,Soltero/a,51.0,177.9433018185398,4368.901599478662,1762.1205804034482,,146.88163268947986
2025-06-14,F,Bogotá,Secundaria,C,,39.0,170.39187933105697,3919.213711983934,2322.5989106947295,,163.30672674698133
2025-06-15,M,Bogotá,Secundaria,B,,32.0,170.3236565289116,2992.6552815547266,857.7581770219281,647.8271403418196,146.79562410398677
2025-06-16,M,Bogotá,Universitario,B,Unión libre,18.0,163.1669227640343,1895.8868139061358,276.888921177519,464.47805947264885,151.5813220955161
2025-06-17,M,Cali,Posgrado,C,,25.0,160.6722935735589,2841.946433874565,,,155.23394269546213
2025-06-18,M,Cali,Universitario,B,Casado/a,26.0,163.37024461809114,2890.3235338221043,925.4383302827663,528.9521185882514,143.7774489858911
2025-06-19,F,Cali,Técnico,B,,54.0,177.387200241064,,2281.7102619287375,566.3442491171102,160.78577603020773
2025-06-20,M,Medellín,Técnico,B,Soltero/a,44.0,,3143.52949579878,1288.654477670471,,161.4691245883668
2025-06-21,M,Barranquilla,Secundaria,A,Casado/a,64.0,171.28564877647182,,1496.566100322976,518.0059769700642,149.99133692868295
2025-06-22,M,Cali,Universitario,A,Casado/a,50.0,182.49612493946037,3343.412596449153,1784.0795947698552,,155.04131654572026
2025-06-23,F,Cali,Secundaria,A,Soltero/a,60.0,157.36597492227722,6395.379966672939,2804.9120561451505,,
2025-06-24,F,Cali,,,,20.0,180.4233591217855,1983.3160657368117,1106.1567027075025,,170.04992065487923
2025-06-25,F,Cali,Secundaria,B,,46.0,195.76692144789007,3886.697387097571,1898.2097030280636,,
2025-06-26,F,Cali,Secundaria,B,Soltero/a,29.0,177.76813428677508,2267.025233536836,,541.799901817777,166.7526317405312
2025-06-27,F,Bogotá,Técnico,C,,35.0,174.36574132108785,1724.7768052785932,,,176.96520239848542
2025-06-28,M,Cartagena,Posgrado,A,Casado/a,21.0,166.86102548986418,3127.528312269289,1255.4382862573837,573.0528859852735,167.52513025482736
2025-06-29,M,Bogotá,Universitario,,,48.0,169.28550848677563,4344.49451567393,1826.5392825127547,668.1388596917948,168.49389960788434
2025-06-30,F,Barranquilla,Secundaria,B,Soltero/a,54.0,157.33245348908014,2392.5433575887487,1507.1876726996054,610.8931124212593,173.15525360699678
2025-07-01,M,Barranquilla,Secundaria,B,Soltero/a,40.0,162.00546650717376,4421.910519421438,1739.8996499503583,,
2025-07-02,F,Cali,Posgrado,B,Casado/a,33.0,,,988.6562541577609,509.28680291103495,174.70656548041032
2025-07-03,M,Bogotá,Universitario,B,Soltero/a,20.0,170.8773270860423,2149.8871702742654,1285.7068604096926,,178.00841168285427
2025-07-04,M,Bogotá,Secundaria,B,,20.0,143.5960664353196,2966.7389688720837,984.3970358439697,,182.4308473638325
2025-07-05,F,Cartagena,Universitario,B,Soltero/a,48.0,176.8279091336721,,2367.2045906231683,806.6204805977895,176.17929757823063
2025-07-06,M,,Secundaria,B,Casado/a,60.0,183.62740393677748,4377.981003991561,1922.7950057987334,,175.49776344884415
2025-07-07,F,Barranquilla,,B,,38.0,179.52263388219188,3384.5069301487856,,648.9936763615497,166.41066801823996
2025-07-08,F,Cali,Secundaria,A,,24.0,173.60838772329538,1687.019948424792,869.043004450284,673.968682060931,
2025-07-09,M,Cali,Universitario,,,31.0,168.70306508751108,3508.6685390832477,1308.371588946145,,165.47044977277812
2025-07-10,F,Bogotá,Técnico,B,Unión libre,69.0,162.37388602971947,,2182.136761582324,,154.25049914802602
2025-07-11,F,Cartagena,Secundaria,B,Soltero/a,55.0,170.59621206528442,3553.017079987376,,,164.32738564431148
2025-07-12,M,Cali,Técnico,B,Casado/a,66.0,166.15626671125355,3256.6876951160075,,673.6403973383348,151.08451807632736
2025-07-13,F,Medellín,Universitario,,Soltero/a,60.0,168.67135914371806,5718.323136898806,2869.3540711865962,575.3808149156278,162.34661310762786
2025-07-14,M,Barranquilla,Universitario,,Soltero/a,27.0,155.02240477247483,3442.734078352314,1734.507668177449,739.9424821798302,158.30638721904296
2025-07-15,M,Medellín,Posgrado,B,Soltero/a,22.0,163.42555577042333,2854.301283837304,,633.0105365718275,
2025-07-16,F,Bogotá,Universitario,B,Unión libre,65.0,173.03143249392198,3419.758343870835,1605.028855809794,,150.3385264306753
2025-07-17,F,Medellín,Universitario,A,,66.0,163.26951501242576,5228.402050084114,2670.556447155974,,144.72862102112992
2025-07-18,F,Bogotá,Secundaria,B,,21.0,154.3223100860035,2870.715687719444,1331.8971391013808,596.8609346213159,
2025-07-19,F,Cartagena,Universitario,A,Soltero/a,21.0,165.52645698459474,1882.5302498993728,480.2032829160409,589.6506689684678,149.58636121493933
2025-07-20,F,Cali,Técnico,B,Casado/a,28.0,163.0118346430262,4091.4267272448415,2658.303048400635,686.1175942170319,
2025-07-21,F,Cali,Técnico,,,60.0,157.46649223711236,,,,160.416535269075
2025-07-22,F,,Secundaria,,Unión libre,60.0,170.88161479683976,4498.100283409541,1785.8538659007463,,
2025-07-23,F,Bogotá,Secundaria,B,Soltero/a,59.0,171.92588217031656,4500.008408511973,2128.67387687377,,151.64736013869359
2025-07-24,M,Cartagena,Técnico,,,44.0,161.45407664369952,3507.050083841072,1823.7287644228654,597.9201464468935,167.6273623674353
2025-07-25,M,Medellín,Técnico,A,Casado/a,52.0,151.6370581444307,4841.879081766687,1580.2845250247292,628.0042979359098,161.01876585539134
2025-07-26,M,Bogotá,Secundaria,B,Soltero/a,52.0,,3267.4631918884406,1563.3234407672303,554.8262405775944,172.93768837650623
2025-07-27,M,Cali,Secundaria,B,Soltero/a,26.0,158.29756364796273,2564.117136456318,1110.7024595293183,,
2025-07-28,F,Barranquilla,Técnico,A,Unión libre,52.0,173.677672847629,3501.229729472808,1408.394304946702,,177.75949951949593
2025-07-29,M,Cali,Posgrado,,Soltero/a,47.0,170.48413594067668,2831.462301499554,,498.64687808093095,170.7699328003199
2025-07-30,F,Barranquilla,Secundaria,B,Soltero/a,39.0,166.31291757613556,3942.9637106083587,1712.2160710774567,,170.22665187213877
2025-07-31,F,Bogotá,Secundaria,A,,38.0,168.61801141139114,4236.719200736781,1601.9399121435895,508.8243231455041,184.1043713988921
2025-08-01,M,Medellín,Técnico,B,Soltero/a,37.0,175.37421662491644,3389.672400199383,,686.797530566611,173.6135391773397
2025-08-02,M,Bogotá,Técnico,,Divorciado/a,,185.78057028739516,,,534.3812810000047,165.83988031063524
2025-08-03,F,Bogotá,Universitario,C,Soltero/a,48.0,163.45988517032524,4398.44337701364,,,
2025-08-04,M,Barranquilla,Técnico,B,Soltero/a,51.0,172.37358039578848,4375.638395390549,1738.6734002211488,,173.49785724854348
2025-08-05,F,Cali,Secundaria,A,Unión libre,37.0,148.63478008803614,3476.2388861786835,1406.9682865307977,702.6776480689081,183.98082777790836
2025-08-06,M,Cali,Universitario,A,,24.0,177.37726818129198,,,,171.74827898756172
2025-08-07,F,Cali,Secundaria,B,,56.0,153.4098130248141,3877.9273270572785,1547.3763625472266,590.2439003468809,163.59027692494314
2025-08-08,F,Medellín,Universitario,A,Soltero/a,58.0,181.5761808504122,4841.813535087484,2153.63709675634,,157.91277113202062
2025-08-09,M,Bogotá,,A,Casado/a,52.0,158.12109677544225,4822.292940060955,,,165.16236514502847
2025-08-10,M,,Secundaria,A,Casado/a,,160.45923654860778,2204.126017887662,686.4347544547643,,153.47679481840476
2025-08-11,F,Bogotá,Universitario,,,65.0,163.62654873658704,5551.436332716975,2805.662218966917,,159.70737604641448
2025-08-12,F,Barranquilla,Técnico,,Soltero/a,18.0,166.67439212994617,,1819.857053168812,,159.2926762262145
2025-08-13,M,,Secundaria,B,Casado/a,40.0,,2914.2677125338,,,157.55577735171516
2025-08-14,M,Bogotá,Posgrado,A,,21.0,165.7087306383605,2557.678299285029,850.535943748725,,
2025-08-15,M,Bogotá,Universitario,A,,25.0,165.8665944738351,3179.6786521953054,,,153.54370182118913
2025-08-16,F,Barranquilla,Secundaria,B,,40.0,176.17128151069193,3324.014826076316,1635.6721828527238,,159.4462108137318
2025-08-17,M,Bogotá,Universitario,B,Casado/a,51.0,169.4327326523964,5484.827817662329,2411.7339785624963,,162.5726959124985
2025-08-18,F,Bogotá,Secundaria,B,,19.0,180.01054937728208,3886.071632751913,,619.3666834460365,154.21670906019497
2025-08-19,F,Cali,Posgrado,,Casado/a,58.0,179.15285940029838,4287.058303890379,2049.4116093858033,555.234398792277,
2025-08-20,F,Cartagena,Posgrado,B,,54.0,172.48548665975494,4452.977490826554,,,173.76415831614833
2025-08-21,F,Cali,Universitario,B,,58.0,166.69504871116354,3065.7298640627023,,656.8094114863177,164.16463384593516
2025-08-22,M,Cali,Secundaria,B,Casado/a,65.0,,5193.315045014238,1601.773358730968,623.4690808458341,171.24396287153505
2025-08-23,F,Bogotá,Universitario,B,Soltero/a,31.0,161.54307636276457,2801.807499442664,1776.0339142329772,,162.9304895675227
2025-08-24,F,Medellín,Universitario,,,22.0,169.31404436758,,1837.893561380155,565.8591601800633,175.02528909317127
2025-08-25,F,Medellín,Técnico,B,,61.0,167.95515231387913,3727.77650658683,1433.2389132467574,584.9838291970713,171.46074637136027
2025-08-26,F,Bogotá,Secundaria,B,Unión libre,28.0,162.123926701121,2262.6218925402777,,541.8240652922857,169.17619753071466
2025-08-27,,,Técnico,B,Casado/a,38.0,165.46661131786212,2944.8111464680605,1171.1564311671195,467.70913286335156,173.9954175589843
2025-08-28,M,Medellín,Secundaria,B,,30.0,183.89862447223422,2221.794166562173,818.6440462988712,621.1074374468845,173.18233477508113
2025-08-29,M,Barranquilla,Secundaria,B,Soltero/a,43.0,185.01433225220399,,1756.226127069535,,184.21833593595082
2025-08-30,F,Cali,Universitario,B,Unión libre,25.0,166.42088590514334,,,466.41193837215565,183.7775471612572
2025-08-31,F,Cartagena,Técnico,B,Soltero/a,53.0,141.19087511068233,4121.369380162827,2539.3064947634025,,176.62800985485163
2025-09-01,M,Medellín,Universitario,C,,23.0,169.55405885676825,4045.186209128268,1248.1431119063673,558.4651012763605,171.56297611788574
2025-09-02,M,Cartagena,Universitario,B,Soltero/a,,177.95749571681947,2812.111694970229,906.1647653884827,562.834822114296,174.32404836462985
2025-09-03,F,Bogotá,Técnico,C,Soltero/a,18.0,166.16191484120097,2217.703962911418,744.5016785293243,,182.88465870817603
2025-09-04,F,Cali,Universitario,C,,29.0,,2266.6062571844873,1072.543778640583,574.1799507354941,
2025-09-05,M,Medellín,Posgrado,,Soltero/a,,166.71323688999746,3607.2014834855945,1818.1140667935074,549.3735032668045,175.07315126083859
2025-09-06,F,Medellín,Universitario,,Soltero/a,57.0,155.17413802166203,3864.6732556109487,2085.925856896959,494.13290738178955,169.33005294647828
2025-09-07,F,Cartagena,Secundaria,C,Soltero/a,28.0,173.86822185442767,3481.156469010675,,,164.4712307837245
2025-09-08,F,Cali,Técnico,A,Soltero/a,48.0,159.44192622080863,3867.1196706009964,1363.8963152925303,471.4533291235832,172.51700848429343
2025-09-09,F,Cali,Secundaria,B,Casado/a,29.0,173.20860420909645,3033.4955017442594,901.2705142277879,580.1916959334028,173.20891781901736
2025-09-10,F,Bogotá,Técnico,C,Soltero/a,23.0,165.62579097769483,3504.9196293902237,1273.1283128342016,718.5589587452772,169.31220245783726
2025-09-11,F,Barranquilla,Universitario,B,Soltero/a,47.0,156.11913915336686,2527.1622401600694,,635.1549865350981,160.7215696497979
2025-09-12,M,,Secundaria,C,,52.0,184.36091296584547,3024.007478610842,1734.5164355522534,,
2025-09-13,M,Medellín,Secundaria,B,,55.0,173.45525051706483,3235.3982896256475,,572.0559019084404,
2025-09-14,M,Barranquilla,Posgrado,C,Casado/a,41.0,162.13463247896235,3439.8566383083953,1010.5149271962374,,161.0358844995474
2025-09-15,F,Cali,Universitario,B,,50.0,168.34473721369753,,2261.263546260067,,158.22085315445352
2025-09-16,M,Medellín,Técnico,C,Soltero/a,59.0,165.94897295336492,3811.7412240084413,1389.1800142099833,,158.92780982288153
2025-09-17,M,Bogotá,Secundaria,C,,35.0,159.92944752780969,4829.325528704419,2367.576490900108,633.9074015151097,154.54972864428106
2025-09-18,M,Barranquilla,Técnico,A,,30.0,168.21291852631992,4070.510802806521,,584.2980270879401,160.04814992542282
2025-09-19,M,Medellín,Universitario,C,,49.0,161.38305383226285,3930.1923767927565,2260.014026099876,,169.41944597810027
2025-09-20,M,Cali,Secundaria,,,28.0,180.46523922037403,2723.3833051356014,1070.142450237106,692.9616703228247,164.1696616221596
2025-09-21,F,Cali,Universitario,A,Casado/a,47.0,164.714263822308,,1904.9580915788902,,162.29613432945249
2025-09-22,M,Bogotá,Secundaria,C,,65.0,166.9236872605898,5193.871735400549,1893.3541975325866,,173.6620634768973
2025-09-23,M,Bogotá,Universitario,A,Soltero/a,52.0,185.40178217141627,4089.782028014091,2134.065430442561,,
2025-09-24,,Barranquilla,Universitario,B,Soltero/a,55.0,170.52848304848771,3416.492379496109,,,183.21162100130044
2025-09-25,M,Barranquilla,Técnico,B,,26.0,,1806.8436094425838,791.0480528489434,,173.96127852654269
2025-09-26,M,Cali,Técnico,,,57.0,164.54048265193418,3379.5582616533793,752.9946268957697,823.5395851385385,173.45860500089586
2025-09-27,M,Medellín,Secundaria,,,34.0,166.64980474945455,709.0459534676625,679.2863302490331,,
2025-09-28,F,Medellín,Posgrado,A,Divorciado/a,28.0,170.08651778516654,2273.4645036560446,,597.5446608401938,181.11622750968115
2025-09-29,M,Barranquilla,Secundaria,C,Soltero/a,33.0,172.42359814798266,,1535.8503016347656,634.6815188892624,
2025-09-30,M,Medellín,Técnico,B,Soltero/a,45.0,158.1320009460595,3328.144858858749,1940.6201672021784,627.6490648627099,176.47380901788515
2025-10-01,F,Cali,Técnico,B,,43.0,181.54754476806224,4481.611688403871,2084.0846854848564,702.0664645441025,188.37727354867047
2025-10-02,M,Cartagena,Posgrado,B,Casado/a,50.0,177.06302253710595,5500.064922604365,2921.9770504602357,531.9398664510804,
2025-10-03,F,Bogotá,Universitario,,,,185.1504279041375,2752.2083537512276,964.1610709882343,,172.05237358802714
2025-10-04,F,Bogotá,Secundaria,,Casado/a,46.0,169.69068480087273,3152.2491797556395,1479.8082850932517,537.7488930832943,184.43401971390873
2025-10-05,M,Cartagena,,,,58.0,189.93835831473407,4516.490243146923,1829.4251570688823,682.5135206378859,177.27894723078532
2025-10-06,F,Bogotá,Técnico,,Soltero/a,60.0,,5843.917302762835,2975.6197521291933,,184.9091204846334
2025-10-07,F,Bogotá,Posgrado,,Soltero/a,64.0,163.9813264247873,5972.193416459784,,,171.01991414215624
2025-10-08,M,Barranquilla,Secundaria,A,Soltero/a,57.0,164.19285552976694,3818.604308744703,1499.6426657795582,575.1551683729289,
2025-10-09,M,Medellín,Técnico,A,Soltero/a,32.0,174.37300140935244,3348.533913970705,2008.2787870776285,,167.52060196076695
2025-10-10,M,Cali,Universitario,B,,42.0,169.15263444401037,4945.0858233154995,2402.7488920079845,681.2072867032516,165.45184270768965
2025-10-11,M,Cali,Universitario,,,67.0,174.79391319991598,3384.264471773856,,618.0268050231124,167.6245010940017
2025-10-12,M,Cali,Técnico,A,Soltero/a,44.0,163.2221852184628,5331.244135583791,2405.1236805757662,,170.73078633360979
2025-10-13,F,Barranquilla,Técnico,B,Soltero/a,35.0,170.33842282240124,2859.562607457067,525.259502363117,518.55110553867,156.365737798287
2025-10-14,F,Medellín,Secundaria,B,,38.0,167.84005372039147,5725.004024181642,2389.783121849236,,170.6977679118006
2025-10-15,F,Bogotá,Secundaria,,Soltero/a,20.0,167.60164969291208,1503.609844733569,899.187775360254,567.7707857769163,153.95996265160937
2025-10-16,F,Bogotá,Técnico,A,,23.0,,3571.0399031104876,1731.9971059341565,584.5307290744188,162.9121983169492
2025-10-17,M,Barranquilla,,,,53.0,182.82962474764878,5180.966960913229,2452.79198492681,664.1282123105813,166.8035807685409
2025-10-18,F,Bogotá,Secundaria,B,,64.0,175.6901430625349,4763.053548520568,2358.087299248231,677.8232285503566,156.83088648468404
2025-10-19,M,Barranquilla,,B,Unión libre,26.0,175.00692256516461,3224.970782554993,1647.6440679081184,,169.23969752976438
2025-10-20,M,Cali,Universitario,A,Casado/a,40.0,164.35014154282294,,,,
2025-10-21,M,Barranquilla,Universitario,A,Divorciado/a,33.0,172.61000076813653,5356.952337014046,2129.4593071248955,639.4527587904493,165.2770239420212
2025-10-22,M,Bogotá,Secundaria,A,Soltero/a,42.0,176.95812475792036,2956.809713734594,1961.7655592200108,621.0789527271992,
2025-10-23,F,Bogotá,Universitario,,,33.0,155.8214620429858,2227.331492499534,547.2004786975514,706.1137410164231,160.47843755398023
2025-10-24,M,Cali,Técnico,B,,,169.91348933370492,2845.597218637381,1245.0628270239863,,176.72801064412204
2025-10-25,F,Bogotá,Secundaria,A,Casado/a,19.0,157.5907115536488,3433.862642327498,1076.2677372254607,,189.6000297956411
2025-10-26,F,Medellín,Secundaria,C,Casado/a,54.0,165.55312803486203,4766.506799354912,,,171.5921956140777
